n.node_id,n.longitude,n.latitude,elementid(n)
1659132986,20.6133427,-103.4353517,4:8f62eafb-529f-4b3e-90b9-a12853359b86:8766
1386316500,20.613354,-103.3738017,4:8f62eafb-529f-4b3e-90b9-a12853359b86:4867
5201209134,20.6133639,-103.4133972,4:8f62eafb-529f-4b3e-90b9-a12853359b86:12647
1439400102,20.6133756,-103.3968044,4:8f62eafb-529f-4b3e-90b9-a12853359b86:6108
1659132980,20.613377,-103.4356124,4:8f62eafb-529f-4b3e-90b9-a12853359b86:8763
1450816309,20.6133893,-103.3689016,4:8f62eafb-529f-4b3e-90b9-a12853359b86:6554
1873911174,20.6133996,-103.422383,4:8f62eafb-529f-4b3e-90b9-a12853359b86:10582
11294201319,20.6133996,-103.3990539,4:8f62eafb-529f-4b3e-90b9-a12853359b86:15234
3562366615,20.6134089,-103.41356,4:8f62eafb-529f-4b3e-90b9-a12853359b86:12224
6572750525,20.6134159,-103.4135099,4:8f62eafb-529f-4b3e-90b9-a12853359b86:13359
1450810888,20.6134189,-103.3717654,4:8f62eafb-529f-4b3e-90b9-a12853359b86:6472
1453347385,20.6134213,-103.3763808,4:8f62eafb-529f-4b3e-90b9-a12853359b86:6674
1386316502,20.6134259,-103.3741636,4:8f62eafb-529f-4b3e-90b9-a12853359b86:4868
8772416198,20.6134397,-103.3721678,4:8f62eafb-529f-4b3e-90b9-a12853359b86:14884
6539839215,20.6134522,-103.3813128,4:8f62eafb-529f-4b3e-90b9-a12853359b86:13255
11294201314,20.6134532,-103.4004777,4:8f62eafb-529f-4b3e-90b9-a12853359b86:15229
7722217943,20.6134664,-103.3785147,4:8f62eafb-529f-4b3e-90b9-a12853359b86:13946
1406590244,20.6134675,-103.3795151,4:8f62eafb-529f-4b3e-90b9-a12853359b86:5516
1659132963,20.61348,-103.4362877,4:8f62eafb-529f-4b3e-90b9-a12853359b86:8757
6821342162,20.6134857,-103.398712,4:8f62eafb-529f-4b3e-90b9-a12853359b86:13595
1439400087,20.6134975,-103.3967609,4:8f62eafb-529f-4b3e-90b9-a12853359b86:6103
1789415414,20.6135076,-103.4222682,4:8f62eafb-529f-4b3e-90b9-a12853359b86:9929
1796560558,20.6135083,-103.4332856,4:8f62eafb-529f-4b3e-90b9-a12853359b86:10194
1386316515,20.6135118,-103.3745133,4:8f62eafb-529f-4b3e-90b9-a12853359b86:4869
1659973035,20.6135203,-103.428186,4:8f62eafb-529f-4b3e-90b9-a12853359b86:8894
1450812371,20.6135253,-103.3692568,4:8f62eafb-529f-4b3e-90b9-a12853359b86:6522
1407752825,20.6135518,-103.3817678,4:8f62eafb-529f-4b3e-90b9-a12853359b86:5582
1432327798,20.6135533,-103.392424,4:8f62eafb-529f-4b3e-90b9-a12853359b86:5886
11294207593,20.6135539,-103.3986546,4:8f62eafb-529f-4b3e-90b9-a12853359b86:15235
1453347273,20.6135587,-103.3784575,4:8f62eafb-529f-4b3e-90b9-a12853359b86:6626
5199517962,20.6135671,-103.4247272,4:8f62eafb-529f-4b3e-90b9-a12853359b86:12624
8340642770,20.6135775,-103.4133054,4:8f62eafb-529f-4b3e-90b9-a12853359b86:14517
11294201316,20.6135873,-103.4003994,4:8f62eafb-529f-4b3e-90b9-a12853359b86:15231
1453347342,20.613595,-103.3768591,4:8f62eafb-529f-4b3e-90b9-a12853359b86:6659
11294201318,20.6136004,-103.4004933,4:8f62eafb-529f-4b3e-90b9-a12853359b86:15233
1386316530,20.6136106,-103.3749319,4:8f62eafb-529f-4b3e-90b9-a12853359b86:4871
6338714977,20.613611,-103.413374,4:8f62eafb-529f-4b3e-90b9-a12853359b86:12865
1407737615,20.6136431,-103.3801637,4:8f62eafb-529f-4b3e-90b9-a12853359b86:5570
8340642769,20.6136467,-103.4132583,4:8f62eafb-529f-4b3e-90b9-a12853359b86:14516
1660048808,20.6136622,-103.3750747,4:8f62eafb-529f-4b3e-90b9-a12853359b86:8915
1800830332,20.6136817,-103.4379683,4:8f62eafb-529f-4b3e-90b9-a12853359b86:10353
1796560559,20.6136851,-103.4340395,4:8f62eafb-529f-4b3e-90b9-a12853359b86:10195
1794477009,20.6137079,-103.4381621,4:8f62eafb-529f-4b3e-90b9-a12853359b86:10149
2884738248,20.6137097,-103.4286867,4:8f62eafb-529f-4b3e-90b9-a12853359b86:11986
1450810940,20.613711,-103.3716891,4:8f62eafb-529f-4b3e-90b9-a12853359b86:6490
6338714983,20.6137169,-103.4130789,4:8f62eafb-529f-4b3e-90b9-a12853359b86:12866
1800830333,20.6137207,-103.4382604,4:8f62eafb-529f-4b3e-90b9-a12853359b86:10354
1453347383,20.6137259,-103.3772198,4:8f62eafb-529f-4b3e-90b9-a12853359b86:6673
4760063727,20.6137296,-103.3538986,4:8f62eafb-529f-4b3e-90b9-a12853359b86:12540
1432327815,20.613733,-103.3892743,4:8f62eafb-529f-4b3e-90b9-a12853359b86:5897
7699721519,20.6137489,-103.3627181,4:8f62eafb-529f-4b3e-90b9-a12853359b86:13684
1659132968,20.6137587,-103.4385815,4:8f62eafb-529f-4b3e-90b9-a12853359b86:8761
1453347331,20.6137604,-103.3755544,4:8f62eafb-529f-4b3e-90b9-a12853359b86:6656
7699721518,20.6137679,-103.3629151,4:8f62eafb-529f-4b3e-90b9-a12853359b86:13683
1450812378,20.6137716,-103.3688523,4:8f62eafb-529f-4b3e-90b9-a12853359b86:6526
1873911180,20.6137965,-103.4231418,4:8f62eafb-529f-4b3e-90b9-a12853359b86:10583
1658346977,20.6137991,-103.4289229,4:8f62eafb-529f-4b3e-90b9-a12853359b86:8698
1450816321,20.6138019,-103.3720642,4:8f62eafb-529f-4b3e-90b9-a12853359b86:6559
1455615088,20.6138033,-103.3549087,4:8f62eafb-529f-4b3e-90b9-a12853359b86:6967
1659132964,20.6138115,-103.4391101,4:8f62eafb-529f-4b3e-90b9-a12853359b86:8758
1407737619,20.6138191,-103.3808419,4:8f62eafb-529f-4b3e-90b9-a12853359b86:5572
4763160281,20.613821,-103.3543933,4:8f62eafb-529f-4b3e-90b9-a12853359b86:12566
11294214074,20.6138277,-103.3987108,4:8f62eafb-529f-4b3e-90b9-a12853359b86:15237
1450812358,20.6138336,-103.3695039,4:8f62eafb-529f-4b3e-90b9-a12853359b86:6517
1432327816,20.6138514,-103.3900386,4:8f62eafb-529f-4b3e-90b9-a12853359b86:5898
6581897166,20.6138564,-103.4479684,4:8f62eafb-529f-4b3e-90b9-a12853359b86:13510
1659132971,20.6138638,-103.4395731,4:8f62eafb-529f-4b3e-90b9-a12853359b86:8762
1457354447,20.6138679,-103.377259,4:8f62eafb-529f-4b3e-90b9-a12853359b86:7005
1454530736,20.6138746,-103.3787344,4:8f62eafb-529f-4b3e-90b9-a12853359b86:6743
1450812376,20.613885,-103.3692447,4:8f62eafb-529f-4b3e-90b9-a12853359b86:6525
1450816312,20.6138893,-103.3724256,4:8f62eafb-529f-4b3e-90b9-a12853359b86:6556
1453238252,20.613909,-103.3549065,4:8f62eafb-529f-4b3e-90b9-a12853359b86:6623
6539839216,20.6139151,-103.3811587,4:8f62eafb-529f-4b3e-90b9-a12853359b86:13256
1407773770,20.6139352,-103.388765,4:8f62eafb-529f-4b3e-90b9-a12853359b86:5599
1873911182,20.6139454,-103.4225911,4:8f62eafb-529f-4b3e-90b9-a12853359b86:10584
1658346980,20.6139468,-103.4404541,4:8f62eafb-529f-4b3e-90b9-a12853359b86:8699
1432327838,20.6139503,-103.391549,4:8f62eafb-529f-4b3e-90b9-a12853359b86:5917
1432327833,20.613953,-103.3892416,4:8f62eafb-529f-4b3e-90b9-a12853359b86:5913
1450812364,20.6139583,-103.3694857,4:8f62eafb-529f-4b3e-90b9-a12853359b86:6519
1658346986,20.6139659,-103.4293639,4:8f62eafb-529f-4b3e-90b9-a12853359b86:8700
1450816311,20.613974,-103.3727741,4:8f62eafb-529f-4b3e-90b9-a12853359b86:6555
1432327817,20.6139753,-103.3907839,4:8f62eafb-529f-4b3e-90b9-a12853359b86:5899
1432327836,20.6139779,-103.3914184,4:8f62eafb-529f-4b3e-90b9-a12853359b86:5916
1840309643,20.6139941,-103.4145499,4:8f62eafb-529f-4b3e-90b9-a12853359b86:10513
1655346543,20.6140066,-103.4354906,4:8f62eafb-529f-4b3e-90b9-a12853359b86:8530
1432327791,20.6140164,-103.3916484,4:8f62eafb-529f-4b3e-90b9-a12853359b86:5881
1180232520,20.6140219,-103.3815653,4:8f62eafb-529f-4b3e-90b9-a12853359b86:595
1432327835,20.6140608,-103.3913621,4:8f62eafb-529f-4b3e-90b9-a12853359b86:5915
1450816303,20.6140637,-103.3731442,4:8f62eafb-529f-4b3e-90b9-a12853359b86:6552
1457354442,20.6140693,-103.3784146,4:8f62eafb-529f-4b3e-90b9-a12853359b86:7001
1457354404,20.6140758,-103.37718,4:8f62eafb-529f-4b3e-90b9-a12853359b86:6977
1450812354,20.6140792,-103.3701259,4:8f62eafb-529f-4b3e-90b9-a12853359b86:6515
1450812334,20.6140869,-103.3706271,4:8f62eafb-529f-4b3e-90b9-a12853359b86:6505
6338714976,20.6140924,-103.4103638,4:8f62eafb-529f-4b3e-90b9-a12853359b86:12864
8695222948,20.6140945,-103.4249584,4:8f62eafb-529f-4b3e-90b9-a12853359b86:14759
1450812319,20.6141138,-103.3710996,4:8f62eafb-529f-4b3e-90b9-a12853359b86:6498
6338716397,20.6141175,-103.4116647,4:8f62eafb-529f-4b3e-90b9-a12853359b86:12870
1432327790,20.6141316,-103.3916665,4:8f62eafb-529f-4b3e-90b9-a12853359b86:5880
11294214077,20.6141326,-103.4002331,4:8f62eafb-529f-4b3e-90b9-a12853359b86:15238
4617419823,20.614134,-103.4479825,4:8f62eafb-529f-4b3e-90b9-a12853359b86:12419
1659973003,20.6141353,-103.4298517,4:8f62eafb-529f-4b3e-90b9-a12853359b86:8893
6304084923,20.6141405,-103.4339552,4:8f62eafb-529f-4b3e-90b9-a12853359b86:12828
6338716398,20.6141451,-103.4120133,4:8f62eafb-529f-4b3e-90b9-a12853359b86:12871
1450810879,20.6141561,-103.3715728,4:8f62eafb-529f-4b3e-90b9-a12853359b86:6467
1450812337,20.6141623,-103.3694733,4:8f62eafb-529f-4b3e-90b9-a12853359b86:6507
1864344328,20.6141642,-103.3754392,4:8f62eafb-529f-4b3e-90b9-a12853359b86:10577
7710743865,20.614165,-103.398468,4:8f62eafb-529f-4b3e-90b9-a12853359b86:13756
1864344329,20.614197,-103.3755267,4:8f62eafb-529f-4b3e-90b9-a12853359b86:10578
1662664047,20.6141981,-103.4271179,4:8f62eafb-529f-4b3e-90b9-a12853359b86:8949
1432327832,20.6142003,-103.3914074,4:8f62eafb-529f-4b3e-90b9-a12853359b86:5912
1432327805,20.6142171,-103.3923013,4:8f62eafb-529f-4b3e-90b9-a12853359b86:5891
1457370679,20.6142247,-103.3819488,4:8f62eafb-529f-4b3e-90b9-a12853359b86:7059
1450812343,20.6142255,-103.3690497,4:8f62eafb-529f-4b3e-90b9-a12853359b86:6511
6338716391,20.614228,-103.4116928,4:8f62eafb-529f-4b3e-90b9-a12853359b86:12868
5977315167,20.614228,-103.3984442,4:8f62eafb-529f-4b3e-90b9-a12853359b86:12727
1450812339,20.614235,-103.3689283,4:8f62eafb-529f-4b3e-90b9-a12853359b86:6509
1432327831,20.6142372,-103.3914827,4:8f62eafb-529f-4b3e-90b9-a12853359b86:5911
1432327789,20.6142376,-103.3915548,4:8f62eafb-529f-4b3e-90b9-a12853359b86:5879
6338716419,20.6142443,-103.4120509,4:8f62eafb-529f-4b3e-90b9-a12853359b86:12880
1455591277,20.6142492,-103.3881365,4:8f62eafb-529f-4b3e-90b9-a12853359b86:6920
4763160277,20.6142563,-103.3544088,4:8f62eafb-529f-4b3e-90b9-a12853359b86:12565
2869717431,20.61428,-103.3932916,4:8f62eafb-529f-4b3e-90b9-a12853359b86:11900
7697323004,20.6142914,-103.3582413,4:8f62eafb-529f-4b3e-90b9-a12853359b86:13681
11073604779,20.6143045,-103.4092392,4:8f62eafb-529f-4b3e-90b9-a12853359b86:15218
5811019044,20.6143107,-103.4264069,4:8f62eafb-529f-4b3e-90b9-a12853359b86:12700
4617419831,20.6143119,-103.4470365,4:8f62eafb-529f-4b3e-90b9-a12853359b86:12423
1450812352,20.6143123,-103.3681027,4:8f62eafb-529f-4b3e-90b9-a12853359b86:6513
1659132982,20.6143219,-103.4436988,4:8f62eafb-529f-4b3e-90b9-a12853359b86:8764
6304084924,20.6143221,-103.4350924,4:8f62eafb-529f-4b3e-90b9-a12853359b86:12829
1432327800,20.6143407,-103.3930727,4:8f62eafb-529f-4b3e-90b9-a12853359b86:5888
6338716425,20.6143447,-103.4125431,4:8f62eafb-529f-4b3e-90b9-a12853359b86:12882
1455591444,20.6143574,-103.3889165,4:8f62eafb-529f-4b3e-90b9-a12853359b86:6952
6304084925,20.6143663,-103.4354197,4:8f62eafb-529f-4b3e-90b9-a12853359b86:12830
1432327821,20.614368,-103.3932557,4:8f62eafb-529f-4b3e-90b9-a12853359b86:5903
1457354410,20.6143748,-103.3760009,4:8f62eafb-529f-4b3e-90b9-a12853359b86:6981
2880167795,20.6144039,-103.437046,4:8f62eafb-529f-4b3e-90b9-a12853359b86:11927
7710743869,20.6144144,-103.399645,4:8f62eafb-529f-4b3e-90b9-a12853359b86:13757
1919069208,20.614421,-103.3700114,4:8f62eafb-529f-4b3e-90b9-a12853359b86:11041
7710743870,20.6144294,-103.3997463,4:8f62eafb-529f-4b3e-90b9-a12853359b86:13758
4763160269,20.6144383,-103.3545738,4:8f62eafb-529f-4b3e-90b9-a12853359b86:12564
7697323005,20.6144558,-103.3582113,4:8f62eafb-529f-4b3e-90b9-a12853359b86:13682
6338716411,20.6144777,-103.412995,4:8f62eafb-529f-4b3e-90b9-a12853359b86:12878
8810618564,20.6144891,-103.3973729,4:8f62eafb-529f-4b3e-90b9-a12853359b86:15139
1914775964,20.6144965,-103.3996309,4:8f62eafb-529f-4b3e-90b9-a12853359b86:10876
295040895,20.6144969,-103.4267583,4:8f62eafb-529f-4b3e-90b9-a12853359b86:111
1763801663,20.614498,-103.4374733,4:8f62eafb-529f-4b3e-90b9-a12853359b86:9864
6304084921,20.6145002,-103.4338886,4:8f62eafb-529f-4b3e-90b9-a12853359b86:12827
1794521506,20.6145015,-103.4307313,4:8f62eafb-529f-4b3e-90b9-a12853359b86:10179
1914775966,20.6145072,-103.399735,4:8f62eafb-529f-4b3e-90b9-a12853359b86:10877
2878663961,20.6145096,-103.4191869,4:8f62eafb-529f-4b3e-90b9-a12853359b86:11911
2986898512,20.61452,-103.4006784,4:8f62eafb-529f-4b3e-90b9-a12853359b86:12098
4617419825,20.6145228,-103.4480116,4:8f62eafb-529f-4b3e-90b9-a12853359b86:12420
1457354408,20.6145235,-103.3783059,4:8f62eafb-529f-4b3e-90b9-a12853359b86:6979
4763160267,20.6145413,-103.3544182,4:8f62eafb-529f-4b3e-90b9-a12853359b86:12562
5977315173,20.614548,-103.3975188,4:8f62eafb-529f-4b3e-90b9-a12853359b86:12730
1457354434,20.6145541,-103.3764791,4:8f62eafb-529f-4b3e-90b9-a12853359b86:6996
4763160268,20.6145591,-103.3547791,4:8f62eafb-529f-4b3e-90b9-a12853359b86:12563
1840309652,20.6145669,-103.4191126,4:8f62eafb-529f-4b3e-90b9-a12853359b86:10514
8340640286,20.6145768,-103.4154225,4:8f62eafb-529f-4b3e-90b9-a12853359b86:14513
4617419801,20.6145788,-103.4460298,4:8f62eafb-529f-4b3e-90b9-a12853359b86:12409
1455591264,20.6145886,-103.3880514,4:8f62eafb-529f-4b3e-90b9-a12853359b86:6915
4617419799,20.6145889,-103.4461418,4:8f62eafb-529f-4b3e-90b9-a12853359b86:12407
1763801664,20.6146091,-103.4379548,4:8f62eafb-529f-4b3e-90b9-a12853359b86:9865
2206048913,20.6146171,-103.4006514,4:8f62eafb-529f-4b3e-90b9-a12853359b86:11802
1450812335,20.6146173,-103.3693866,4:8f62eafb-529f-4b3e-90b9-a12853359b86:6506
6570998023,20.614621,-103.3951864,4:8f62eafb-529f-4b3e-90b9-a12853359b86:13324
1457370670,20.6146322,-103.3819669,4:8f62eafb-529f-4b3e-90b9-a12853359b86:7057
1455591457,20.6146359,-103.3884317,4:8f62eafb-529f-4b3e-90b9-a12853359b86:6954
3562435122,20.6146383,-103.4153609,4:8f62eafb-529f-4b3e-90b9-a12853359b86:12234
1658346997,20.6146429,-103.4284376,4:8f62eafb-529f-4b3e-90b9-a12853359b86:8701
8345213624,20.6146447,-103.3951669,4:8f62eafb-529f-4b3e-90b9-a12853359b86:14596
1432327826,20.6146519,-103.3906679,4:8f62eafb-529f-4b3e-90b9-a12853359b86:5908
1453347293,20.6146523,-103.3752967,4:8f62eafb-529f-4b3e-90b9-a12853359b86:6638
1407773768,20.6146536,-103.383417,4:8f62eafb-529f-4b3e-90b9-a12853359b86:5597
1450816283,20.6146608,-103.3688835,4:8f62eafb-529f-4b3e-90b9-a12853359b86:6545
1658347012,20.614665,-103.4285414,4:8f62eafb-529f-4b3e-90b9-a12853359b86:8702
1864344330,20.614668,-103.37739,4:8f62eafb-529f-4b3e-90b9-a12853359b86:10579
1763801665,20.6146803,-103.438263,4:8f62eafb-529f-4b3e-90b9-a12853359b86:9866
1455591429,20.6146858,-103.3888825,4:8f62eafb-529f-4b3e-90b9-a12853359b86:6948
1450816275,20.6146887,-103.3685154,4:8f62eafb-529f-4b3e-90b9-a12853359b86:6544
4617419826,20.6146899,-103.4480207,4:8f62eafb-529f-4b3e-90b9-a12853359b86:12421
5977315169,20.6147051,-103.3979073,4:8f62eafb-529f-4b3e-90b9-a12853359b86:12728
1763801666,20.6147114,-103.4383979,4:8f62eafb-529f-4b3e-90b9-a12853359b86:9867
4617419815,20.6147154,-103.4469278,4:8f62eafb-529f-4b3e-90b9-a12853359b86:12413
4763160266,20.6147168,-103.3547482,4:8f62eafb-529f-4b3e-90b9-a12853359b86:12561
1794521508,20.6147197,-103.4306881,4:8f62eafb-529f-4b3e-90b9-a12853359b86:10180
4617419820,20.6147201,-103.4470155,4:8f62eafb-529f-4b3e-90b9-a12853359b86:12418
1457354446,20.6147245,-103.3769335,4:8f62eafb-529f-4b3e-90b9-a12853359b86:7004
1450812342,20.614727,-103.3679385,4:8f62eafb-529f-4b3e-90b9-a12853359b86:6510
6338716390,20.614732,-103.4135663,4:8f62eafb-529f-4b3e-90b9-a12853359b86:12867
8685222207,20.6147332,-103.448252,4:8f62eafb-529f-4b3e-90b9-a12853359b86:14749
2869717432,20.6147359,-103.3947264,4:8f62eafb-529f-4b3e-90b9-a12853359b86:11901
4617419817,20.6147381,-103.4473,4:8f62eafb-529f-4b3e-90b9-a12853359b86:12415
7161404896,20.614746,-103.3625218,4:8f62eafb-529f-4b3e-90b9-a12853359b86:13620
11073604778,20.6147505,-103.4083412,4:8f62eafb-529f-4b3e-90b9-a12853359b86:15217
11294214987,20.6147527,-103.3953126,4:8f62eafb-529f-4b3e-90b9-a12853359b86:15241
4617419802,20.6147546,-103.4460133,4:8f62eafb-529f-4b3e-90b9-a12853359b86:12410
4617419800,20.6147621,-103.4461233,4:8f62eafb-529f-4b3e-90b9-a12853359b86:12408
7161382599,20.6147648,-103.3626048,4:8f62eafb-529f-4b3e-90b9-a12853359b86:13617
6429184196,20.614768,-103.4010564,4:8f62eafb-529f-4b3e-90b9-a12853359b86:12979
1406590259,20.6147843,-103.378947,4:8f62eafb-529f-4b3e-90b9-a12853359b86:5525
1763801668,20.6147884,-103.4314686,4:8f62eafb-529f-4b3e-90b9-a12853359b86:9868
1658347023,20.6147912,-103.4291722,4:8f62eafb-529f-4b3e-90b9-a12853359b86:8703
1659132967,20.6148029,-103.4475791,4:8f62eafb-529f-4b3e-90b9-a12853359b86:8760
1450816263,20.614806,-103.3704361,4:8f62eafb-529f-4b3e-90b9-a12853359b86:6540
1919069232,20.614806,-103.3699657,4:8f62eafb-529f-4b3e-90b9-a12853359b86:11042
1450816268,20.614806,-103.3699123,4:8f62eafb-529f-4b3e-90b9-a12853359b86:6542
1407773731,20.6148106,-103.3858128,4:8f62eafb-529f-4b3e-90b9-a12853359b86:5595
1406556947,20.6148141,-103.3619166,4:8f62eafb-529f-4b3e-90b9-a12853359b86:5483
4840483351,20.6148149,-103.3854019,4:8f62eafb-529f-4b3e-90b9-a12853359b86:12590
8752088309,20.6148183,-103.3806285,4:8f62eafb-529f-4b3e-90b9-a12853359b86:14771
1450816254,20.6148214,-103.3709065,4:8f62eafb-529f-4b3e-90b9-a12853359b86:6538
4840483348,20.6148229,-103.3850323,4:8f62eafb-529f-4b3e-90b9-a12853359b86:12589
1407773794,20.614831,-103.3847079,4:8f62eafb-529f-4b3e-90b9-a12853359b86:5602
2986898524,20.6148329,-103.4009044,4:8f62eafb-529f-4b3e-90b9-a12853359b86:12099
1794477010,20.6148378,-103.4388675,4:8f62eafb-529f-4b3e-90b9-a12853359b86:10150
6582533424,20.614843,-103.434391,4:8f62eafb-529f-4b3e-90b9-a12853359b86:13525
1457354418,20.614844,-103.3778318,4:8f62eafb-529f-4b3e-90b9-a12853359b86:6987
1432327792,20.6148456,-103.3921749,4:8f62eafb-529f-4b3e-90b9-a12853359b86:5882
4783599384,20.6148463,-103.4269181,4:8f62eafb-529f-4b3e-90b9-a12853359b86:12577
1457354432,20.6148504,-103.3772693,4:8f62eafb-529f-4b3e-90b9-a12853359b86:6994
8345213623,20.6148511,-103.39523,4:8f62eafb-529f-4b3e-90b9-a12853359b86:14595
1763801669,20.614861,-103.4322646,4:8f62eafb-529f-4b3e-90b9-a12853359b86:9869
6542421424,20.6148695,-103.383993,4:8f62eafb-529f-4b3e-90b9-a12853359b86:13283
1658347029,20.614873,-103.4295812,4:8f62eafb-529f-4b3e-90b9-a12853359b86:8704
1450810880,20.6148778,-103.3713843,4:8f62eafb-529f-4b3e-90b9-a12853359b86:6468
1386316523,20.6148903,-103.373356,4:8f62eafb-529f-4b3e-90b9-a12853359b86:4870
7161404897,20.6148986,-103.3625025,4:8f62eafb-529f-4b3e-90b9-a12853359b86:13621
1406556916,20.6149174,-103.3626026,4:8f62eafb-529f-4b3e-90b9-a12853359b86:5465
6582533423,20.6149179,-103.4353109,4:8f62eafb-529f-4b3e-90b9-a12853359b86:13524
1453347311,20.6149179,-103.3757839,4:8f62eafb-529f-4b3e-90b9-a12853359b86:6647
1432327830,20.6149305,-103.3891369,4:8f62eafb-529f-4b3e-90b9-a12853359b86:5910
1658347033,20.614933,-103.429881,4:8f62eafb-529f-4b3e-90b9-a12853359b86:8705
1406556990,20.6149381,-103.362719,4:8f62eafb-529f-4b3e-90b9-a12853359b86:5501
1796560562,20.614948,-103.4393397,4:8f62eafb-529f-4b3e-90b9-a12853359b86:10196
1407773808,20.6149707,-103.3835667,4:8f62eafb-529f-4b3e-90b9-a12853359b86:5604
1386316547,20.6149753,-103.3737426,4:8f62eafb-529f-4b3e-90b9-a12853359b86:4873
7710856443,20.6149773,-103.3993017,4:8f62eafb-529f-4b3e-90b9-a12853359b86:13763
1453347313,20.6149855,-103.3781954,4:8f62eafb-529f-4b3e-90b9-a12853359b86:6648
7710856447,20.614993,-103.3992608,4:8f62eafb-529f-4b3e-90b9-a12853359b86:13765
4840483335,20.6150024,-103.3846133,4:8f62eafb-529f-4b3e-90b9-a12853359b86:12587
8345143212,20.6150094,-103.3950972,4:8f62eafb-529f-4b3e-90b9-a12853359b86:14587
1914775968,20.6150182,-103.3995314,4:8f62eafb-529f-4b3e-90b9-a12853359b86:10878
1914775972,20.6150499,-103.3996512,4:8f62eafb-529f-4b3e-90b9-a12853359b86:10879
1432327823,20.6150519,-103.3898783,4:8f62eafb-529f-4b3e-90b9-a12853359b86:5905
8345213622,20.6150577,-103.3953139,4:8f62eafb-529f-4b3e-90b9-a12853359b86:14594
1794521511,20.6150618,-103.4306205,4:8f62eafb-529f-4b3e-90b9-a12853359b86:10181
3281404705,20.6150622,-103.3999773,4:8f62eafb-529f-4b3e-90b9-a12853359b86:12202
1386316553,20.6150642,-103.3740903,4:8f62eafb-529f-4b3e-90b9-a12853359b86:4874
4682642287,20.6150755,-103.3758863,4:8f62eafb-529f-4b3e-90b9-a12853359b86:12460
1457354403,20.6150788,-103.3797608,4:8f62eafb-529f-4b3e-90b9-a12853359b86:6976
8345143211,20.6150842,-103.3952838,4:8f62eafb-529f-4b3e-90b9-a12853359b86:14586
1914775973,20.6150871,-103.3993672,4:8f62eafb-529f-4b3e-90b9-a12853359b86:10880
4617419830,20.6150937,-103.4484052,4:8f62eafb-529f-4b3e-90b9-a12853359b86:12422
7717244702,20.615099,-103.3626835,4:8f62eafb-529f-4b3e-90b9-a12853359b86:13897
3281404706,20.6151027,-103.4000034,4:8f62eafb-529f-4b3e-90b9-a12853359b86:12203
7714824647,20.6151043,-103.4274199,4:8f62eafb-529f-4b3e-90b9-a12853359b86:13872
1386316532,20.6151077,-103.372876,4:8f62eafb-529f-4b3e-90b9-a12853359b86:4872
7710856446,20.6151089,-103.3993301,4:8f62eafb-529f-4b3e-90b9-a12853359b86:13764
8345143210,20.6151209,-103.3947745,4:8f62eafb-529f-4b3e-90b9-a12853359b86:14585
6542554171,20.6151223,-103.388369,4:8f62eafb-529f-4b3e-90b9-a12853359b86:13285
1457362195,20.6151285,-103.3772632,4:8f62eafb-529f-4b3e-90b9-a12853359b86:7029
6584443728,20.6151381,-103.4364727,4:8f62eafb-529f-4b3e-90b9-a12853359b86:13544
8337472513,20.6151443,-103.3828644,4:8f62eafb-529f-4b3e-90b9-a12853359b86:14503
1348326874,20.6151481,-103.3744901,4:8f62eafb-529f-4b3e-90b9-a12853359b86:1459
2880167796,20.6151546,-103.4402885,4:8f62eafb-529f-4b3e-90b9-a12853359b86:11928
1457354399,20.615156,-103.3773923,4:8f62eafb-529f-4b3e-90b9-a12853359b86:6972
1407737626,20.6151583,-103.3800539,4:8f62eafb-529f-4b3e-90b9-a12853359b86:5575
1432327819,20.6151672,-103.3905796,4:8f62eafb-529f-4b3e-90b9-a12853359b86:5901
1710923268,20.6151755,-103.3947295,4:8f62eafb-529f-4b3e-90b9-a12853359b86:9663
3281404709,20.6151776,-103.3997728,4:8f62eafb-529f-4b3e-90b9-a12853359b86:12204
1453347315,20.6151865,-103.3746571,4:8f62eafb-529f-4b3e-90b9-a12853359b86:6649
1450816307,20.6151996,-103.3724516,4:8f62eafb-529f-4b3e-90b9-a12853359b86:6553
6582533416,20.6152041,-103.4368432,4:8f62eafb-529f-4b3e-90b9-a12853359b86:13522
6582533420,20.6152083,-103.4359601,4:8f62eafb-529f-4b3e-90b9-a12853359b86:13523
3281404711,20.6152161,-103.399803,4:8f62eafb-529f-4b3e-90b9-a12853359b86:12205
11294214986,20.6152196,-103.394921,4:8f62eafb-529f-4b3e-90b9-a12853359b86:15240
1919690357,20.6152231,-103.4487511,4:8f62eafb-529f-4b3e-90b9-a12853359b86:11043
7741826866,20.6152409,-103.4267395,4:8f62eafb-529f-4b3e-90b9-a12853359b86:14084
1406590268,20.6152492,-103.3788359,4:8f62eafb-529f-4b3e-90b9-a12853359b86:5530
1453347352,20.6152517,-103.3749227,4:8f62eafb-529f-4b3e-90b9-a12853359b86:6662
1406556986,20.6152545,-103.3631976,4:8f62eafb-529f-4b3e-90b9-a12853359b86:5499
1453347280,20.6152568,-103.3750629,4:8f62eafb-529f-4b3e-90b9-a12853359b86:6629
1407773750,20.6152652,-103.3833854,4:8f62eafb-529f-4b3e-90b9-a12853359b86:5596
1450816273,20.6152664,-103.3691695,4:8f62eafb-529f-4b3e-90b9-a12853359b86:6543
1457370663,20.6152784,-103.3822894,4:8f62eafb-529f-4b3e-90b9-a12853359b86:7055
